,,,MODI,MODI,MODI,MODI,MODI,MODI,MODI,MODI,DAXY,DAXY,DAXY,DAXY,DAXY,DAXY,DAXY,DAXY,WILPY,WILPY,WILPY,WILPY,WILPY,WILPY,WILPY,WILPY,GORMY,GORMY,GORMY,GORMY,GORMY,GORMY,GORMY,GORMY,BRISPY,BRISPY,BRISPY,BRISPY,BRISPY,BRISPY,BRISPY,BRISPY,SPOOVY,SPOOVY,SPOOVY,SPOOVY,SPOOVY,SPOOVY,SPOOVY,SPOOVY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599364c1fc37790001fa4e1d,inanimate,lexical,,,,,,,,,nice,0,,,,,,,,,,,lucky,0,excited,1,,,,,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61517b09cb26914ee2b6b731,inanimate,lexical,"Item, fashionable",1,"Make up, lipstick",1,"Collectible item, fashionable, make up",1,"Collectible, fashionable, range ",1,Item,0,"Perfect, good, prepared ",0,Prepared,0,excited,1,Lovely,0,Print,0,Designed,0,Designed,0,Fun,0,happy,1,Fun,0,Fun,0,Small,0,reluctant,1,angry,1,angry,1,Rare ,0,happy,1,Designed ,0,optimised,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61517b09cb26914ee2b6b731,inanimate,lexical,,,,,,,,,bag,0,,,present,0,ready,0,quirky,0,design,0,,,,,expensive,0,,,,,,,,,,,annoyed,1,annoyed,1,,,,,,,created,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61517b09cb26914ee2b6b731,inanimate,lexical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,purpose,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6096ace01e65b3225e84d29f,inanimate,lexical,a gadget,1,things in her bags,1,things ,1,so many things,1,cool,0,cool,0,awesome,0,cool,0,cool,0,scared,1,scary,0,scary,0,thin,0,scary,0,scary,0,scary,0,cool,0,cool,0,angry,1,angry,1,cool,0,cool,0,great,0,cool,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63bb4a3a48b487f62234debe,inanimate,lexical,marbles,1,marble,1,marble,1,marble,1,new,0,excited,1,excited,1,excited,1,handmade,0,afraid,1,nervous,1,afraid,1,dirty,0,nervous,1,an,0,tiring,0,dirty,0,all about,0,angry,1,angry,1,cool,0,happy,1,happy,1,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60aa07ac10464c29f42088d9,inanimate,lexical,Sweets ,1,mobile ,1,money,1,lip balm,1,New,0,unsure,1,unhappy,1,unhappy,1,Card,0,loving,1,loving,1,happy,1,Boring,0,Annoying,0,Boring,0,Annoying,0,Unused,0,unhappy,1,angry,1,angry,1,Warm,0,happy,1,happy,1,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ed56b77ff7d880eff84d708,inanimate,lexical,apples,1,apples,1,apples,1,apples,1,hat,0,warming,0,correct,0,happy,1,fantastic,0,free from,0,chickenfeeder,0,happy,1,fantastic,0,fantastic,0,fantastic,0,fantastic,0,warm,0,fine,0,annoyed,1,annoyed,1,tasty,0,happy,1,happy,1,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd29e4e2274972a5d4ada96,inanimate,lexical,type of food,0,type of device,1,a pen,1,article of clothing,1,fashionable,0,unhappy,1,uncomfortable,0,worried,1,tasty,0,scared,1,scared,1,scared,1,rare,0,dangerous,0,dangerous,0,dangerous,0,old,0,excited,1,angry,1,angry,1,expensive,0,happy,1,happy,1,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dd29e4e2274972a5d4ada96,inanimate,lexical,,,,,,,,,,,,,,,nervous,1,delicious,0,,,,,,,,,,,hazardous,0,unsafe,0,,,,,,,,,,,excited,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60873580bff5d1a4e37d14d2,inanimate,lexical,things,1,things,1,things,1,things or stuff,1,nice,0,good,0,useful,0,nice,0,not so great,0,scared,1,scared,1,scared,1,stuff,0,uncertain,1,uncertain,1,skittish,1,lovely,0,nice,0,angry,1,angry,1,great,0,useful,0,excited,1,excited,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5d2fc33c3af1410018f872ae,inanimate,lexical,food,0,cookies,1,oranges,1,snacks,1,pretty,0,useful,0,helpful,0,warm,0,broken,0,made,0,happy,1,safe,0,tall,0,safe,0,tiring,0,fun,0,sharp,0,angry,1,mad,1,mad,1,expensive,0,handy,0,helpful,0,melting,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5f992a860fbcaa247cb2750f,inanimate,lexical,pencils,1,keys,1,pen,1,pen,1,cool,0,perfect,0,warm,0,perfect,0,big,0,handmade,0,delicious,0,necessary,0,fragile,0,happy,1,nice,0,nice,0,big,0,big,0,angry,1,angry,1,comfortable,0,cool,0,cool,0,cold,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6365740d110a1d4e1c79cfac,inanimate,lexical,A useful object,1,Stationary Equipment,1,Stationary Equipment,1,Stationary Equipment,1,Slang for cool,0,Helpful for weather,0,annoyed,1,upset,1,New,0,scared,1,scared,1,scared,1,Rare,0,comfortable,0,Good,0,Good,0,Useful,0,mad,1,mad,1,mad,1,Trendy,0,happy,1,happy,1,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5be76e59d153f500019a700c,inanimate,lexical,collection of things,1,collection of things,1,collection of things,1,a collection of things,1,a feeling the tulvar gives,1,something that reacts to the ,0,it is not a noun but a verb,0,cold,0,how the pimwit behaves,0,scared,1,scared,1,scared,1,descriptive word,0,nice,0,nice,0,nice,0,nice,0,nice,0,nice,0,nice,0,nice,0,warm,0,warm,0,warm,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5f4a5983a08b215d74d2cd99,inanimate,lexical,sweets or snacks,1,Snacks,1,Snacks,1,Snacks,1,Cool,0,sad,1,sad,1,sad,1,soft,0,"for, to be used for or by ",0,[blank],n/a,happy,1,hard,0,good,0,Tiresome,0,Exhuasting,0,interesting,0,upset,1,upset,1,sad,1,nice,0,happy,1,happy,1,Happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5f4a5983a08b215d74d2cd99,inanimate,lexical,,,,,,,,,hip,0,disappointed,1,unhappy,1,unhappy,1,pleasant to touch,0,,,,,excited,1,,,pleasant,0,exhausting,0,tiring,0,,,,,angry,1,angry,1,pleasant,0,pleased,1,pleased,1,pleased,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5f4a5983a08b215d74d2cd99,inanimate,lexical,,,,,,,,,trendy,0,unhappy,1,,,,,,,,,,,,,,,,,,,,,,,,,annoyed,1,unhappy,1,,,,,,,contented,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5f7f239e9b204e05b6c36538,inanimate,lexical,candy or food,0,could be a cellphone,1,could mean books,1,it means books,1,the name of the thing,0,not happy,1,not happy,1,happy,1,could mean colour,0,afraid,1,afraid,1,afraid,1,its colour,0,happy,1,exciting,0,exciting,0,its name ,0,angry,1,angry,1,angry,1,hungry,0,happy,1,happy,1,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5f7f239e9b204e05b6c36538,inanimate,lexical,,,,,,,,,,,,,,,,,,,,,,,scared,1,,,excited,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dc635c5b1cdc24946d210e0,inanimate,lexical,shoes,1,"mobiles, tissues",1,"tissue, hairclips",1,thoughts,1,bag,0,shawl,0,scarf,0,warm,0,cool,0,soft,0,person,0,baby dog,0,nice,0,nice,0,tiring,0,annoying,0,old,0,funny ,0,angry,1,upset,1,nice ,0,happy,1,happy,1,cheerful ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dc635c5b1cdc24946d210e0,inanimate,lexical,,,,,,,,,,,scarf,0,covering,,,,,,,,,,,,weird,0,pleasant,0,,,tiring,0,,,,,,,scared,1,,,,,excited,1,happy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dc635c5b1cdc24946d210e0,inanimate,lexical,,,,,,,,,,,,,,,,,,,,,,,,,cool,0,,,,,,,,,,,,,,,,,,,,,excited,1,,,,All four test trials,,,,,,,,,,,,,All four test trials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"frame 2, guess 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,daxy,wilpy,brispy,spoovy,gormy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,about,of,about,that,expletive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,animate,lexical,0.96,0.81,0.9,0.98,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,animate,bleached,0.86,0.82,0.93,0.92,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inanimate,lexical,0.5,0.56,0.72,0.75,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inanimate,bleached,0.56,0.2,0.86,0.91,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"frame 3, guess 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,daxy,wilpy,brispy,spoovy,gormy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,that,that,at,to be,gerund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,animate,lexical,0.97,0.95,0.97,0.96,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,animate,bleached,0.95,1,0.98,0.88,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inanimate,lexical,0.64,0.75,0.95,0.78,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inanimate,bleached,0.89,0.69,0.93,0.81,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"frame 4, guess 4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,daxy,wilpy,brispy,spoovy,gormy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,to be,to be,that,when,expletive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,animate,lexical,0.98,0.98,0.97,0.96,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,animate,bleached,0.87,0.91,0.98,0.98,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inanimate,lexical,0.74,0.72,0.95,0.73,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inanimate,bleached,0.77,0.73,0.95,0.81,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
